项目名,发布人,发布时间,项目状态,详情,抓取时间
开发/前端开发,酷九设计,2018-04-23 16:18:02,执行中,"一、项目描述：
某产品官网开发

二、主要功能点：
1. 网站为响应式，需要适配各种终端；
2. 后台可进行Banner设置与维护
3. 后台具有产品（图文）上传功能

三、人员要求：
1、有类似网页的开发经验；
2、良好的沟通能力和契约精神。",2018-08-27 21:40:35.681441
市场/运营/创意方案/执行,科锐尔人力资源服务（苏州）有限公司,2018-04-27 18:16:49,执行中,"为一个小程序设计一个名称、logo、网址、注册

小程序主要为零售行业（珠宝、皮具、服装、配饰、运动等）提供门店人员的招聘和管理服务

重点要突出是零售行业的服务产品，2-4个字",2018-08-27 21:40:35.686260
开发/后端开发,北京惠明易生科技有限责任公司,2018-04-25 08:40:59,执行中,"基于spring boot框架和功能平台，开发业务功能：
一、绩效考核模块。指标制定、评价、预警，规则设置，业务展示；
二、预算管理。预算制定、执行、监督、管理，规则制定，预警展示；
三、工作管理。下达工作任务、执行、监督、管理、规则、预警、业务展示；
四、办理单据。下达、执行、回报、规则、预警、业务展现；
五、事务办理模块；
六、大数据图形报表展现；
七、动态福利规则、条件、展现；
八、单点登录，用户名、手机号。",2018-08-27 21:40:35.689625
开发/APP开发,深圳市小逻辑科技有限公司,2018-05-04 10:48:02,执行中,"一、项目描述
根据设计稿还原App界面，根据提供的SDK读取显示数据和支持回调等开发。

二、产品功能点
1.读取SDK显示的数据，并按照设计稿展示（功能页面2个，设置页面10个）；
2.更新数据到SDK；
3.支持回调；

三、可参考产品
暂无，提供完整设计稿、素材、SDK。

四、人员要求
1. 专业iOS App开发人员；
2. 熟悉Objact C语言开发；
3. 对界面还原有深刻的理解和经验。",2018-08-27 21:40:35.714941
开发/微信开发,深圳市银河之星钻石首饰有限公司,2018-04-28 13:09:10,执行中,"一、项目描述：
钻石黄金回收估价的微信公众号开发，包括微信公众号和后台的管理；

二、主要功能点：
1.根据预设逻辑算法给钻石、黄金等首饰估价；2.能完成对图片关键字识别功能（很关键）；3.对估价的库存做简单的虚拟钱包管理，反映库存价格的波动趋势；4.建立数据库，存储相关数据；

三、可参考产品：
聚奢网的估价频道：http://www.jushewang.com/goodsAppraisers/toAddgoodsAppraisers 
心上APP，估价类别：http://91xinshang.com/
爱回收：https://www.aihuishou.com/
鲨鱼记账的风格和类似的趋势折线：http://www.shayujizhang.com/

四、人员要求：
1、有信心、有能力做好这个项目的大神；
2、良好的沟通能力和契约精神；",2018-08-27 21:40:35.718334
设计/UI设计,青锐创投,2018-05-02 18:20:25,执行中,"一、项目描述：
公司网站设计，包括web端和微信公众号，作为青锐的公司介绍和BP通道。

二、主要功能点：
企业简介、项目介绍、团队介绍、新闻动态、联系方式、上传BP
三、可参考产品：
设计参考：www.agence-me.com/us/
内容参考：www.hwazing.com
目前青锐官网：www.edgevc.com.cn
四、人员要求：
1、有响应式设计经验；
2、具有国际视野，具有一定的创新能力；
3、良好的沟通能力和契约精神。",2018-08-27 21:40:35.746724
开发/其他开发,北京航空航天大学,2018-05-23 11:27:18,执行中,"1. 目标
我们正在进行针对特定人群提供问题跟踪，咨询的智能服务的开发工作。其中需要对用户的输入进行中文的命名实体识别（NER）。
（如果您并不擅长自然语言处理，但是可以为我们推荐合适的开发者，我们也会根据推荐人选的专业程度给予您200~500元的报酬）
1.1. 沟通与文档
前期需要对设计思路或者调研的源代码进行说明与沟通
在上述沟通确认无误后，进行开发
1.2. 工作要求
语言为Python
良好、科学的模型训练方法
给出一个训练好的模型，定义一个函数，输入为一短文本，输出为一个字典，其中key为实体类型，value为对应的文本信息
将我们提供的素材利用上述功能进行实体提取（此希望由开发者提供合适的素材）
1.3. 提交物
一份可运行的代码，包括训练过程、训练完成的模型。其中中文注释清晰
一个定义好的函数，即输入为一段文本，返回为一个字典
利用提供的素材，给出一份结果，其结构为{一段文本，字典} 例如{‘我今天在学校吃饭’ dict {'time':'今天',‘名词’:'学校'}}
一份关于使用方法的说明，该方法对应的文献或者文章，方便我们理解该模型
1.4. 验收标准
网络上已经标注好的训练素材作为测试集（可以你来找，或者我来提供），给出一个准确率（至少80%）
标注我们提供的和项目直接相关的文章，核心名词需要能够准确标注或者提取出来（人名，地点）
训练代码切实可行，中文注释清晰

报名人员可到
github.com/social-innovation/tasks/issues/35
留言和参与需求讨论（写下联系方式和个人基本情况介绍）
2. 时间
2.1. 阶段划分
预计周期：10 天（明确需求后，以开发者承诺为准）
前期调研、沟通
程序开发
质保维护
3. 人员要求
证明自己有能力胜任此项工作，有强化学习经验
通过沟通与思考明确需求
明确需求后，在承诺的时间完成提交
熟悉 github, github 账号时间大于半年（在报名中给出 github 账号）
4. 费用
1000 （设计）+ （设计确定后，根据工作量评估，补充阶段）（实现）
5. 协作工具
zoom: https://zoom.us/
石墨文档: https://shimo.im/
github: https://github.com/
微信",2018-08-27 21:40:35.764734
设计/UI设计,个人项目,2018-05-22 14:29:41,执行中,"一、项目描述：
该产品是两性电商社区交友类产品，页面要绚丽一些的效果，主要风格还是以扁平、简洁为主。

二、主要功能点：
商品购买/用户体系/积分体系/等级体系/文章浏览/陌生人社交/

三、可参考产品：
主要参考扁平的风格效果；
主要参考卡片的风格效果；

四、人员要求：
1、有设计过社区类产品的经验；
2、对交互和一些特效设计有了解；
3、良好的沟通能力和契约精神。",2018-08-27 21:40:35.780579
开发/APP开发,上海拾芳信息科技有限公司,2018-05-23 13:36:30,执行中,"类似 imToken 的区块链钱包项目。 
已有 产品设计、UI 及 API，制作 iOS App.

大约18个页面，主要功能包括：扫码、指纹/密码解锁、多语言支持等。

需要开发人员/团队，有一定经验。 
最好在必要时能 坐班/电话会议 一起解决问题。",2018-08-27 21:40:35.785310
开发/后端开发,广州惠龙网络科技有限公司,2018-01-24 11:40:57,执行中,"PHP项目，利用08房产系统做二次开发：http://house.08cms.com/
房产系统，前端页面我们都有做好的现成PSD和HTML页面
开发人员需协助我们完成后端系统模板嵌套对接协助我司上线网站",2018-08-27 21:40:35.823599
开发/小程序开发,内蒙蒙正贸易公司,2018-01-29 15:04:02,执行中,"一、项目描述：
公司内容流程一张EXCEL表格，计划开发为WEB程序。

二、主要功能点：
信息录入、信息检索、分级权限",2018-08-27 21:40:35.849816
开发/后端开发,深圳神奇智创网络科技有限公司,2018-02-07 15:55:04,执行中,"PHP项目，利用08房产系统做二次开发：http://house.08cms.com/
房产系统，前端页面我们都有做好的现成PSD和HTML页面
开发人员需协助我们完成后端系统模板嵌套对接协助我司上线网站
需参考我方设计图开发相关功能",2018-08-27 21:40:35.854135
设计/UI设计,图龙小程序开发工作室,2018-03-09 12:04:25,执行中,"本项目是一个微信小程序，我们已经把UI设计样稿做好了，需要成熟的UI设计团队来实现和完善，大概的内容包括：
1.大概20来个H5静态页面，1个需要拖动的小地图
2.适合微信小程序的页面呈现",2018-08-27 21:40:35.860248
开发/APP开发,深圳市前海昕历史科技有限公司,2018-03-12 00:56:03,执行中,"1.开发android与ios有声书独立模块
2.模块UI共三张由我公司提供
3.原有app代码由react native java object-C构成
4.有声书功能包括，有声书图片，作者，价格，简介，译者信息录入
5.在原油的微信与支付宝体系至上有声书购买功能
6.有声书下载功能
7.由我司专人工程师项目对接",2018-08-27 21:40:35.877376
设计/UI设计,北京沃客信步科技有限责任公司,2018-03-04 13:57:48,执行中,"一． 项目描述 
运动app的手机app再设计，包括ios和android两端，用户通过运动可兑换一些游戏币等小奖品，其他常规功能参照现有市场同类竞品。本次作为产品迭代，已经有前作可参考，但是这次要对设计风格等方面进行修改
二． 主要功能点
运动计步，运动任务难度选择，实时运动数据监测，过往运动数据留存 ，运动状态分析及分享，个人信息及相关数据的配比。
三． 可参考产品 
阿甘跑步 微跑 悦动 悦跑等app
四． 设计风格
扁平 拟物 商业
五． 设计内容
UI设计，主界面设计，启动/闪屏设计，分享页设计，交互设计
六． 人员要求
1. 有运动app设计相关经验
2. 擅长沟通，耐心细致",2018-08-27 21:40:35.901843
设计/其他设计,北京航空航天大学,2018-04-04 20:37:42,执行中,"我们正在进行一些有利于社会的，带有研究性质的公共数据分析与智能应用设计工作。
 我们认为这些工作能够产生积极正面的影响。在接下来较长的时间里，我们会围绕这项工作，不断进行各方面探索。
我们希望能够通过互联网，借助更多有才能的参与者的力量，探索新的合作方式，把这些工作分解成不同的任务，持续地推进下去，提高演化的效率。
欢迎有水平的个人开发者和思维创意者加入。
详情请见文档：https://github.com/social-innovation/tasks/issues/30

1. 目标

我们正在进行对特定人群提供智能服务的相关产品开发。接下来希望以社区形式吸引更多的朋友参与。
我们需要建立产品与社区的网站主页。

1.1. 设计参考

目前针对主页内容，已经整理了设计思路与文案：
github.com/social-innovation/tasks/issues/28

可以参考该文案，考虑配色，图片，版式设计。

1.2. 沟通与提交物

报名并提供以前的作品，我们会联系你，对我们的产品工作做简要介绍；
阅读上述文案后，给出设计思路文档，包括色调，版式，图片包含要素
确认设计思路后，完成设计稿，以及其中包括的图片素材


阅读设计文案，沟通视觉设计思路
完成设计稿和图片素材
调整维护

2. 人员要求

证明自己有能力胜任此项工作，有相关设计经验（可提供以前的作品）
熟悉 PS / CDR / AI 等工具


3. 协作工具

zoom: https://zoom.us/
石墨文档: https://shimo.im/
github: https://github.com/
微信",2018-08-27 21:40:35.912767
